,class,aa_000,ab_000,ac_000,ad_000,ae_000,af_000,ag_000,ag_001,ag_002,ag_003,ag_004,ag_005,ag_006,ag_007,ag_008,ag_009,ah_000,ai_000,aj_000,ak_000,al_000,am_0,an_000,ao_000,ap_000,aq_000,ar_000,as_000,at_000,au_000,av_000,ax_000,ay_000,ay_001,ay_002,ay_003,ay_004,ay_005,ay_006,ay_007,ay_008,ay_009,az_000,az_001,az_002,az_003,az_004,az_005,az_006,az_007,az_008,az_009,ba_000,ba_001,ba_002,ba_003,ba_004,ba_005,ba_006,ba_007,ba_008,ba_009,bb_000,bc_000,bd_000,be_000,bf_000,bg_000,bh_000,bi_000,bj_000,bk_000,bl_000,bm_000,bn_000,bo_000,bp_000,bq_000,br_000,bs_000,bt_000,bu_000,bv_000,bx_000,by_000,bz_000,ca_000,cb_000,cc_000,cd_000,ce_000,cf_000,cg_000,ch_000,ci_000,cj_000,ck_000,cl_000,cm_000,cn_000,cn_001,cn_002,cn_003,cn_004,cn_005,cn_006,cn_007,cn_008,cn_009,co_000,cp_000,cq_000,cr_000,cs_000,cs_001,cs_002,cs_003,cs_004,cs_005,cs_006,cs_007,cs_008,cs_009,ct_000,cu_000,cv_000,cx_000,cy_000,cz_000,da_000,db_000,dc_000,dd_000,de_000,df_000,dg_000,dh_000,di_000,dj_000,dk_000,dl_000,dm_000,dn_000,do_000,dp_000,dq_000,dr_000,ds_000,dt_000,du_000,dv_000,dx_000,dy_000,dz_000,ea_000,eb_000,ec_00,ed_000,ee_000,ee_001,ee_002,ee_003,ee_004,ee_005,ee_006,ee_007,ee_008,ee_009,ef_000,eg_000
130,0,8,na,24,12,0,0,0,0,0,0,972,2044,1242,0,0,0,1536,0,0,0,0,0,3308,2158,6820,388,0,0,0,0,8,22,0,0,0,0,0,0,0,0,4258,0,1296,10,16,12,190,2734,0,0,0,0,2582,646,96,228,34,178,90,314,32,58,10138,0,0,2,0,1536,98,5788,1026,na,na,na,na,na,na,na,na,6740,8.97,10138,10138,12252,19.0,100,964,10060,4258,1209600,148,0,0,0,1453.44,0,1536,0,18,0,0,454,1320,1570,552,362,0,0,0,4,8,10138,na,1278,8,22,138,28,294,2104,384,2,0,28,70,996,66,0,68,0,0,1612,28,36,0,0,0,0,0,0,0,0,90,0,0,4162,664,46,14,1780,376,5060,42,0,0,0,125.88,32,2890,1108,216,20,6,6,8,4,0,0,0,0
131,0,1122,2,2130706432,34,0,0,0,0,0,0,2724,25422,53704,0,0,0,30726,0,0,0,0,0,73524,60756,25894,6648,0,0,0,0,22,12,0,0,0,0,0,0,0,1822,80028,0,220,120,112,454,564,2212,78168,0,0,0,41496,19634,11090,4176,2588,1220,540,620,226,260,99476,168,4,156,0,30726,758,12176,13360,na,na,na,na,na,na,na,na,25180,1121.62,99476,99476,97934,346,0,9514,98840,82132,1209600,2470,4,14,0,61487.04,0,19605.12,2,42,0,0,392,6712,27882,27672,17982,996,210,4,6,16,99476,0,1200,42,1982,1204,5854,50256,18744,2560,8,0,122,28,63946,26562,0,0,0,0,63946,174,348,0,8,0,0,0,0,0,0,716,60,18,0,0,1726,314,422920,42284,0,0,0,0,121700,1.7,120,21440,10472,6106,2780,8028,15576,10278,7170,0,0,0,0
132,0,17716,0,na,na,0,0,0,0,0,0,133894,806040,174136,6520,0,0,575032,0,46,na,2706,4832,1079142,981358,165448,71346,0,0,0,0,260,162,0,0,0,0,0,0,0,207124,913466,0,3106,176,142,366,594,1107366,8840,0,0,0,425218,291388,162640,74576,47706,33560,26026,21678,14930,22868,1247580,0,2,10,0,575032,14444,96334,68648,157740,0,0,0,0,0,0,0,4520,17715.58,1247580,1247580,na,5414,2176,na,34580,na,1209600,46212,na,na,na,1024949.76,5.76,95195.52,0,350,0,0,15752,164488,432776,254814,151152,82080,19158,370,na,18,1247580,0,3672,348,36984,57404,28138,286324,687042,20592,86,0,192,550,749772,30,390,280,0,0,937570,1498,72,na,na,na,na,na,na,na,na,7226,8388,2492,49560094,329594,78720,10738,373740,60506,716408,8084,0,0,na,na,742,104552,246740,129158,40068,95886,201112,240526,62252,296,0,0,0
133,0,358,0,90,42,0,0,0,0,0,360,28144,20214,5598,0,0,0,17566,0,0,0,4852,8720,48292,41196,37724,2646,0,0,0,0,42,26,0,0,0,0,0,0,0,8892,45424,0,2496,490,616,346,624,35072,11040,3632,0,0,32432,12536,4638,1524,1146,458,744,290,190,358,90978,0,8,2,2,17566,846,24658,12950,na,na,na,na,na,na,na,na,36860,358.22,90978,90978,88376,195.0,0,8516,89940,54522,1209600,1452,0,20,0,23651.52,0,29595.84,12,120,0,2894,17306,13790,7680,7756,4826,62,2,0,30,100,90978,0,1614,52,370,1062,894,13658,32182,4400,84,0,80,76,24412,8096,0,24,0,0,26724,266,214,0,0,0,0,0,0,0,0,986,20,2,23528,3254,590,148,0,0,87376,224,0,0,0,487.94,196,31390,7706,1690,362,726,1578,8792,2072,0,0,0,0
134,0,1840,na,26,24,0,0,0,0,0,0,130,26912,69772,8718,0,0,50450,0,0,0,0,0,100878,93490,145222,4764,0,0,0,0,48,38,0,0,0,0,0,14878,72886,4642,13126,0,174,170,714,364,40910,63198,2,0,0,0,47126,41632,11950,4122,480,158,44,20,0,0,246118,0,482,24,0,50450,1128,139004,6188,na,na,na,na,na,na,na,na,145020,1839.05,246118,246118,253420,373.0,0,24438,245820,105532,1209600,2020,0,4,0,96285.12,0,9145.92,0,0,0,0,0,16680,59344,27526,1640,316,26,0,0,2,246118,na,184,26,478,4638,3556,61714,34352,584,0,0,58,106,96034,50600,90,18,0,0,96788,88,24,0,0,0,0,0,0,0,0,550,416,136,0,0,2540,400,180,18,0,0,0,0,839050,97.6,60,9892,10976,7648,4044,16954,55114,866,38,0,0,0,0
135,1,695994,na,na,na,na,na,0,0,0,55620,1190014,2406704,2654968,190640,6104,0,30746644,154572,402,na,248428,488246,64433246,53994294,20596998,10304200,na,0,185644,0,na,na,1769754,740312,476838,174168,133332,131930,181448,2539358,356910,0,7328,4408,7264,121698,5067472,1281252,14628,0,0,0,3262426,1210306,559028,414950,388106,362616,232360,73554,704,0,85291506,na,na,na,na,30746644,1026298,8748078,11823802,319980,347260,326760,342440,289980,277580,288080,265480,104560,695993.19,na,na,6608430,31203.0,na,na,456420,6504050,1209600,na,na,na,na,69538630.08,0,13983552,18944,na,0,0,74516,1113542,3627196,1523946,138200,23354,3282,14,na,na,na,na,6230,26952,809876,482260,2464090,2637700,76932,10,0,0,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0.1,0,1073478,3141688,1397742,495544,361646,28610,5130,212,0,0,na,na
136,0,1002040,na,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32792112,0,24,na,2121114,2954040,59485248,55792938,12004772,4517876,0,0,14918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73619190,0,0,0,0,32792112,817406,5840036,6144326,160060,199540,186120,184040,223040,161080,164040,178100,210740,1002040.01,73619190,73619190,3892,0,0,na,933560,0,1209600,0,0,0,0,51748703.04,5571619.2,11497872.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73619190,na,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,425130,0,0,0,0,0,0,0,0,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
137,0,1006,2,2130706432,20,0,0,0,0,0,0,4278,22346,42412,1178,0,0,30586,0,0,0,238,384,65108,55194,14374,4396,0,0,0,0,18,16,0,0,0,0,0,0,0,16434,53780,0,396,250,360,442,2154,7608,59004,0,0,0,32858,11778,11110,6254,3052,2628,1972,562,0,0,79816,0,32,2,0,30586,808,5368,8948,na,na,na,na,na,na,na,na,13760,1006.84,79816,79816,79218,259.0,0,7528,79120,70384,1209600,2302,2,14,0,54428.16,0,14735.04,12,68,0,0,1506,5444,25658,20268,14940,1856,540,2,102,190,79816,0,1410,72,50,2714,2428,20262,39944,3328,6,0,60,52,56460,9342,0,42,0,0,56540,246,224,0,0,0,0,0,0,0,0,668,178,44,0,0,1556,288,70920,7068,0,0,0,0,6860,213.54,138,17046,9190,4830,3318,6696,5560,6362,17124,88,0,0,0
138,0,61874,na,3038,2760,0,0,0,0,0,0,3256,55314,2965432,1687414,118766,3742,1996744,0,0,0,0,0,4264568,3688348,1611262,511820,0,0,0,0,7046,1124,0,0,0,0,0,3542,190972,2321270,2318140,0,5464,12526,13092,285278,3709302,808250,12,0,0,0,1666196,1109422,603454,508882,374512,238128,197066,136264,0,0,5876386,608,1748,892,86,1996744,54774,1145298,461930,340460,403020,293880,225820,na,na,na,na,339680,61874.09,5876386,5876386,5887366,29167.0,13686,98980,1028980,4833924,1209600,176804,2,116,0,3885258.24,0,945006.72,0,0,0,0,0,1244,1118592,2942640,728418,35654,7150,226,28,34,5876386,na,6740,858,357124,524424,436506,3118016,378160,11978,118,0,4720,4052,3702278,190076,0,6386,0,28,3934682,3054,1296,0,0,0,0,0,0,0,0,29846,17276,8364,0,0,84910,24872,21715180,2219078,0,0,0,0,18365990,1575.1,1712,979068,1195638,651966,290278,470734,449612,202778,149586,388252,56012,0,0
139,0,732,0,2130706434,4,0,0,0,0,0,512,39148,56342,9780,0,0,0,10386,0,0,0,3092,4818,172888,160154,100540,8872,2,0,0,0,28,20,0,0,0,0,0,0,0,95828,9954,0,890,532,910,2388,5050,89676,5422,914,0,0,82220,11968,4996,2804,1552,1240,676,112,46,168,276632,22,108,302,0,10386,1064,82872,17520,na,na,na,na,na,na,na,na,99720,731.27,276632,276632,278768,273.0,2,27316,275740,105988,1209600,1638,2,16,0,38831.04,39720.96,25320,64,162,0,0,25500,53368,25258,898,728,24,6,0,0,4,276632,0,1662,88,126,4466,13678,56256,27464,1990,52,0,4,30,40828,27252,0,12,0,0,40962,256,152,0,0,50,136228,0,0,0,0,1416,0,0,13548,2470,380,118,266220,26614,73166,28,0,0,0,3.12,256,68100,7256,1230,328,674,2930,24604,566,94,0,0,0
140,0,1262218,na,na,na,na,na,0,8632,465034,6709252,22828748,26475248,10009110,839084,15208,0,25933058,0,38,na,3907760,6525502,52733546,na,32212354,na,na,0,0,0,na,na,0,0,0,0,0,22954,10181982,42667576,14477804,0,172978,120664,176842,313832,54227968,12337972,56,0,0,4,14354250,23598882,13114866,6528580,3269920,2022208,1352422,1153770,865514,1089904,88865022,na,na,na,na,25933058,861434,na,na,338400,443360,362460,384020,452300,419000,528700,509800,157980,1262218.93,88865022,88865022,89558322,300794,na,na,411960,67350316,1209600,na,na,na,na,61745668.8,0,5578511.04,1086,15990,53240,1926178,14911240,27372252,17116066,5143600,692080,121362,14008,290,na,na,88865022,na,54612,18286,3112662,2961696,6918968,51147300,3058510,78282,0,0,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,454888,na,na,na,na,na,na,na,na,na,na,na,na,na,35434.56,31216,5936032,7395030,5163500,2906926,5085694,3723832,6386160,30216102,537030,10,na,na
141,0,2632,0,28,22,0,0,0,0,0,0,151780,18364,2446,0,0,0,61814,0,0,0,8740,14182,151296,148302,23518,6544,0,0,0,0,28,48,0,0,0,0,0,0,0,42076,130514,0,212,98,152,1940,752,155762,13664,10,0,0,70284,41920,28596,13518,7714,4432,2126,1802,608,1590,183648,42,26,92,0,61814,1014,10394,12976,na,na,na,na,na,na,na,na,22900,2632.46,183648,183648,192908,845.0,0,18066,183060,172736,1209600,3230,2,14,0,128960.64,0,41331.84,2,34,0,0,37254,19948,69616,39780,3850,2142,0,0,6,10,183648,0,2208,58,3342,6084,9658,112896,35362,2952,30,0,36,114,131256,63096,0,0,0,0,131256,282,154,0,0,0,0,0,0,0,0,954,216,60,0,0,2362,418,810960,81122,0,0,0,0,1632500,178.46,126,44378,15456,7880,3328,8440,13514,53770,25726,98,0,0,0
142,0,267098,na,0,na,0,0,0,0,0,0,130826,4574788,10954664,2933526,33808,2150,10328714,78514,0,0,1140,3036,15070050,11980204,6509994,2444252,0,0,4924,0,0,0,0,0,0,0,0,0,10533408,6659810,1436544,0,23638,18728,32714,64482,8686602,9803508,74,12,4,0,8094492,2560092,1509720,1170026,1007740,1279362,2072334,933984,2012,0,21586800,582,2344,1906,4042,10328714,408382,3434918,3029818,582880,501920,405900,389400,402220,298160,321880,297240,355300,267098.28,21586800,21586800,21060160,113916,6023132,46960,961200,18629762,1209600,0,na,na,na,16617996.48,0,1986795.84,na,na,0,0,10336,1866912,7972958,7646742,955698,143790,31744,1582,na,0,21586800,na,22608,3696,545218,965660,2547270,13656998,870638,17672,2,0,na,na,na,na,na,na,na,na,na,13390,870,0,0,0,0,0,0,0,0,294648,209682,48158,0,0,655578,85544,35868240,5251764,0,0,0,0,146341870,na,na,2080634,3525756,2885160,1992034,5646376,2049046,367106,63112,20506,32,0,0
143,0,224686,na,0,na,0,0,0,0,0,0,8482,1560354,10289382,3644846,39346,0,7110858,0,122,0,0,26,13759398,12029160,3041546,1500046,0,0,0,0,0,0,0,0,0,0,0,135006,5404582,7910086,2092736,0,19508,29784,37802,82678,5886506,9483930,2166,30,6,0,6257400,1822660,1095128,899920,815732,1320916,2148418,1179726,2502,8,16802982,156,148,472,1468,7110858,225454,1949038,1082734,204300,219100,262120,236720,229840,224800,207720,230900,215920,224685.45,16802982,16802982,16657896,110432,6567208,91840,1050580,15542410,1209600,0,na,na,na,13916150.4,0,1614158.4,na,na,0,0,544,323186,6058524,8193284,846094,99020,21394,364,na,0,16802982,na,12706,2140,613716,851120,2532996,11014664,507162,7904,2,0,na,na,na,na,na,na,na,na,na,8174,278,0,0,0,0,0,0,0,0,113020,196102,47156,0,0,657906,105628,19676200,3564398,0,0,0,0,223685760,na,na,1694884,3277688,2549088,1271346,2987696,2889228,852306,15782,3996,396,0,0
144,0,274,na,4,2,0,0,0,0,0,0,528,46110,14628,0,0,0,21534,0,0,0,0,0,53132,41336,24734,4538,0,0,0,0,18,20,0,0,0,0,0,0,0,33802,27464,0,1384,228,272,1008,1054,57320,0,0,0,0,48324,10102,1678,382,114,82,82,426,68,8,77952,12,12,6,0,21534,800,10334,14162,1310700,1310700,1310700,1310700,1310700,1310700,1310700,1310700,24000,273.31,77952,77952,76088,135.0,0,7282,77180,61266,1209600,1110,0,14,0,18356.16,26768.64,15008.64,na,na,0,0,308,31962,27412,1296,250,38,0,0,2,6,77952,na,1172,28,3168,12556,12572,31450,320,0,0,0,4,76,18580,7190,0,2,0,0,19924,152,150,10,29354,0,238,0,0,0,0,746,100,12,0,0,566,106,1160,116,0,0,0,0,0,na,na,43430,6388,1908,600,760,704,7348,128,0,0,0,0
145,0,290,0,2130706432,4,0,0,0,0,0,0,6,25006,6400,0,0,0,12444,0,0,0,0,0,40514,35484,10216,1196,0,0,0,0,6,6,0,0,0,0,0,0,0,1042,30370,0,246,78,86,1128,162,29710,2,0,0,0,19252,4774,4130,1120,1076,590,430,40,0,0,50804,0,0,6,0,12444,570,6686,3480,na,na,na,na,na,na,na,na,9720,289.11,50804,50804,57150,99.0,0,4844,50140,31708,1209600,1144,2,6,0,20593.92,0,9960.96,0,38,0,0,0,5914,20634,4352,500,12,0,0,0,12,50804,0,1332,52,40,1004,620,11442,14552,2370,0,0,4,20,21728,26,0,2,0,0,21856,134,120,0,0,0,0,0,0,0,0,464,0,0,0,0,616,142,40640,4052,0,0,0,0,0,1.74,112,11828,8764,822,586,676,1276,2564,4896,0,0,0,0
146,0,48,na,42,18,0,0,0,0,0,0,8870,14080,2486,0,0,0,8854,0,26,0,1150,1768,244040,240468,10954,882,0,0,0,0,54,16,0,0,0,0,0,0,0,0,25436,0,3870,1442,634,3190,3756,12544,0,0,0,0,21260,2590,630,374,68,64,84,122,208,36,256220,0,2,6,0,8854,390,6452,4434,na,na,na,na,na,na,na,na,10500,48.14,256220,256220,264268,48,178,25374,255720,25436,1209600,702,0,12,0,6190.08,5.76,18268.8,18,60,0,0,6868,15272,2676,360,260,0,0,0,4,8,256220,na,1016,30,58,632,114,8318,13788,1466,14,0,36,46,4794,52,1466,36,0,528,6988,108,80,0,0,0,8,0,0,0,0,404,0,0,2226,752,256,48,4640,488,250584,62,0,0,0,203.22,108,19592,4118,958,74,58,150,188,298,0,0,0,0
147,0,57750,na,0,na,0,0,0,0,0,0,54968,955664,1547778,882146,75626,0,1734948,0,196,0,0,0,3221326,2983230,401898,197454,0,0,0,0,0,0,0,0,0,0,0,42332,1453848,1443704,576298,0,2876,990,1514,2122,1039812,2453608,15256,4,0,0,1405782,632076,344870,266010,201910,170210,183702,237912,65530,8180,3623564,166,116,1006,204,1734948,31098,169680,230876,114480,167660,1310700,1310700,1310700,1310700,1310700,1310700,115280,57749.55,3623564,3623564,3603760,21508,131418,117688,1199580,3516182,1209600,0,na,na,na,2957242.56,0,554873.28,na,na,0,0,72,467502,1201970,1297942,520244,25478,2940,34,na,0,3623564,na,3178,378,207128,299422,238292,2396364,367476,3944,0,0,na,na,na,na,na,na,na,na,na,1636,84,0,0,0,0,0,0,0,0,15188,49038,10394,0,0,114684,18052,3822580,584556,0,0,0,0,28196930,na,na,576530,431988,290186,153952,376670,474218,541670,336414,329364,5190,0,0
148,0,38552,na,132,74,0,0,0,0,0,0,196,4128,1984270,629250,11436,0,1253944,0,0,0,0,0,2391930,2191804,298366,169278,0,0,0,0,238,78,0,0,0,0,0,2854,181260,588918,1856248,0,1016,470,828,195504,1919898,511538,26,0,0,0,938256,706910,462526,293956,153204,74086,342,0,0,0,2690508,0,6,22,4,1253944,33240,127688,170144,135820,132360,na,na,na,na,na,na,27140,38551.38,2690508,2690508,2695328,14237.0,90,25244,268140,2629280,1209600,92062,0,174,0,2278575.36,0,349433.28,0,0,0,0,0,8,824840,1339222,444888,17932,2220,170,0,4,2690508,na,2472,308,42866,244426,133034,1558728,641162,6236,48,0,206,196,2280140,7288,28,0,0,0,2299196,1430,194,0,0,0,0,0,0,0,0,13472,19672,4876,0,0,85560,15340,23360,2878,0,0,0,0,0,636.78,658,365610,569880,295978,154300,368572,324796,288360,135048,124802,1934,0,0
149,0,31280,na,342,322,0,0,0,0,0,0,304,221232,1376442,424190,28560,282,854172,0,0,0,0,0,1862652,1604468,346814,208662,0,0,0,0,620,162,0,0,0,0,0,16384,924542,1110084,0,0,1808,982,1650,246352,1537524,262694,0,0,0,0,651704,498456,192128,135232,102156,84458,115142,270522,1212,0,2210070,246,110,786,0,854172,26266,214804,130498,209040,na,na,na,na,na,na,na,132300,31279.73,2210070,2210070,2221372,14735.0,4338,96900,994020,2051010,1209600,56130,0,80,0,1818835.2,158.4,230101.44,0,0,0,0,0,13244,478164,1173396,359964,20908,4920,414,24,32,2210070,na,4048,570,50972,143052,101396,1465982,272060,12644,286,0,510,406,1804890,216734,12,4532,0,0,1829360,1772,186,0,0,0,160,0,0,0,0,15558,10412,2650,0,0,70442,10294,59820,11238,0,0,0,0,30279730,989.52,1202,243404,400566,249308,118620,300264,315668,295062,101760,26194,164,0,0
150,0,12566,na,2130706438,na,0,0,0,0,0,0,10662,228486,438144,73078,0,0,251574,0,0,0,104,238,737990,713248,42188,17706,0,0,0,0,684,188,31400,13956,9538,13860,5912,61176,188010,193602,232916,0,336,400,4614,7456,9638,727674,252,0,0,0,266828,376522,66944,27148,10024,2222,614,68,0,0,780348,16,468,186,0,251574,3600,20558,21522,na,na,na,na,na,na,na,na,41460,12565.27,780348,780348,779212,2581.0,39634,77618,779360,750370,1209600,0,na,na,na,671033.28,0,78689.28,36,120,0,0,2364,120014,412566,210902,3512,800,212,0,na,6,780348,na,592,50,3390,71978,37484,522992,112164,1706,14,0,na,na,na,na,na,na,na,na,na,286,24,0,0,0,0,0,0,0,0,1670,2204,1188,0,0,10092,1944,18985760,1952872,669834,1036,0,0,11169520,173.6,184,81348,49558,57420,267790,168402,115292,7158,2044,1358,0,0,0
151,0,6232,na,na,na,na,na,0,0,0,0,346,16548,700454,920166,182592,1402,662042,0,42544,na,0,0,1458164,1217494,423562,188826,na,0,0,0,na,na,0,0,0,0,0,0,109064,30228,1682216,0,4504,3020,7620,79298,1351300,375766,0,0,0,0,1169234,441908,115406,49276,24716,12084,7344,1540,0,0,1881986,na,na,na,na,662042,33156,108490,313528,na,na,na,na,na,na,na,na,na,6232.54,1881986,1881986,na,5134,na,na,na,na,na,na,na,na,na,1027819.2,93109.44,698924.16,na,na,0,0,0,7362,148258,847180,724038,93354,1240,76,na,na,1881986,na,2410,316,533200,136666,177358,761522,198966,11054,16,0,264,5076,332108,44220,10,840,0,0,987224,na,na,na,na,na,na,na,na,na,na,14558,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,839992,914962,53398,12652,498,6,0,0,0,0,na,na
152,0,20208,na,2986,2730,0,0,0,0,0,0,106562,645444,1549942,1089830,13376,0,1581068,0,0,0,0,0,3128418,2763878,452068,319078,0,0,516,0,6998,1384,0,0,0,0,0,0,1181096,2224058,0,0,2400,1144,1810,214704,2637696,547172,228,0,0,0,1953406,866748,269740,132630,79878,54422,38530,10028,0,0,3580642,440,432,1590,18,1581068,52974,128982,322420,164140,158880,na,na,na,na,na,na,124440,20208.23,3580642,3580642,3587422,11718,55312,113398,1155840,3405382,1209600,176110,0,222,0,2292264,65321.28,1045273.92,0,0,0,0,1260,180694,564614,1519916,1062524,72614,3694,66,484,548,3580642,na,3486,508,335446,642492,218772,1506948,660088,37070,572,0,3868,3372,2174320,72786,0,2138,0,64,2367454,7960,302,0,0,10430,71802,0,0,0,0,19522,2504,570,0,0,32534,30662,879180,147722,1934598,5520,0,0,0,1135.32,1178,1165056,1476044,652150,23264,26858,20472,20498,14064,6748,0,0,0
153,0,31970,na,na,na,0,0,0,0,0,0,1366,71786,1616854,279920,0,0,749198,0,0,na,0,0,1673972,1477632,379474,161358,na,0,0,0,0,0,0,0,0,0,0,11662,476768,920034,561462,0,3128,1280,1830,3694,1119264,840730,0,0,0,0,716966,451940,204144,130862,93948,88810,131740,139842,11674,0,2053722,na,na,114,28,749198,25432,158482,219964,226760,0,0,0,0,0,0,0,149000,31970.32,2053722,2053722,na,12683.0,na,na,840140,na,1209600,0,na,na,na,na,na,na,na,na,0,0,0,1698,856674,1028766,72058,8582,2120,28,na,na,2053722,na,2976,318,167838,107574,141246,1252362,291272,6336,4,0,na,na,na,na,na,na,na,na,na,1076,na,na,na,na,na,na,na,na,na,11858,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,180666,452296,212086,96570,208246,198430,187480,149014,273728,11410,na,na
154,0,79230,na,796,718,0,0,0,0,0,0,2658,1289526,2980008,471316,6450,0,2265706,0,0,0,0,0,4189022,3643020,768456,479824,0,0,0,0,688,1244,0,0,0,0,0,71202,1921368,2757388,0,0,2864,1224,1668,115614,3266402,1356800,5386,0,0,0,2217888,890378,419120,343156,312146,396466,170804,0,0,0,4958228,0,70,224,8,2265706,67572,395596,369690,199380,188440,171100,187680,na,na,na,na,13380,79229.34,4958228,4958228,4976480,25228,950,7078,110700,4749958,1209600,112834,0,222,0,4065087.36,0,681636.48,0,0,0,0,0,175646,1782612,2349118,405810,29000,7374,398,0,6,4958228,na,6274,810,63094,537174,187228,1934802,1979696,40782,98,0,694,1480,4003614,32314,54,13700,0,0,4134108,3826,418,0,0,0,0,0,0,0,0,32582,72432,14912,0,0,176806,28674,240100,28932,0,0,0,0,35820,1569.94,1802,728722,691154,362866,208484,503572,502746,483594,392418,844500,31902,0,0
155,0,366,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,33538,0,0,0,2726,3942,106260,97546,52866,5382,0,0,0,0,32,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161928,8,2,20,0,33538,780,41030,11768,na,na,na,na,na,na,na,na,52240,366.15,161928,161928,248,0,0,15814,161300,0,1209600,1604,2,12,0,24537.6,42708.48,20878.08,0,0,0,0,0,0,0,0,0,0,0,0,12,18,161928,0,0,0,0,0,0,0,0,0,0,0,2,18,26522,1394,0,2,0,0,26718,172,62,0,0,20,65092,10,40312,0,0,758,282,56,0,0,1002,166,19500,1950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
156,1,1056758,0,42328,856,0,0,0,50394,184552,2116260,8359268,6371434,639894,51190,4638,0,39454610,431612,2782,na,4715344,7735174,78912322,72142386,39047734,10263578,6,0,0,0,34274,13358,0,0,0,0,0,0,268560,13072594,4436476,0,37508,16514,21030,32408,572048,15167946,1083288,846888,0,0,4941978,2295090,1757550,1255152,996850,823728,705760,692240,382398,3926884,122690152,28632,55552,69552,20,39454610,1238960,22612972,16403106,239060,245160,223840,243340,252460,174080,191660,286040,93040,1056757.35,122690152,122690152,37485530,158366,328218,na,347380,33755552,1209600,1509754,0,66,0,53167146.24,0,4672391.04,882,3704,82166,223794,798812,1843556,2970768,2409502,3005466,2641884,1821016,1980666,3138,72458,122690152,0,26206,3270,653530,633870,554164,12894082,2987228,25140,140,0,1526,3396,2320620,1217266,0,168,0,0,2849282,98634,18932,na,na,na,na,na,na,na,na,724196,351394,119428,134116954,17043728,1424784,257018,5243680,5958964,25101716,1144778,0,0,na,7445.3,7276,1415192,1779796,1450086,713608,1750894,4054554,4096660,2295880,220478,482,0,0
157,0,29358,na,164,na,0,0,0,0,0,0,2128,1104688,788676,117048,3204,0,1041812,0,50,0,0,0,1814728,1606756,342580,159024,0,0,0,0,206,36,0,0,0,0,0,0,1048116,291548,676080,0,4906,1514,1716,2678,54064,1866190,84676,0,0,0,775082,315470,193268,174566,200302,178680,162514,15862,0,0,2157828,1010,1374,378,0,1041812,24702,160052,181098,218340,1310700,1310700,1310700,1310700,1310700,1310700,1310700,119140,29357.43,2157828,2157828,2122984,12745.0,11096,90816,942640,2015744,1209600,60122,na,na,na,1815430.08,0,195075.84,na,na,0,0,0,392234,1144764,401466,68410,7976,894,0,na,24,2157828,na,5052,380,63914,82424,96420,1612752,145940,8862,0,0,326,506,1475534,220542,0,4936,0,0,1655402,1338,160,0,0,0,0,0,0,0,0,14888,24658,5186,0,0,61748,8982,455740,53146,0,0,0,0,304760,na,na,213186,412750,316868,165918,404992,466684,34438,804,104,0,0,0
158,0,16,0,18,12,0,0,0,0,0,0,648,1116,2632,0,0,0,1436,0,60,0,0,0,13770,11618,14622,522,0,0,0,0,4,32,0,0,0,0,0,0,0,0,4396,0,60,48,30,922,46,3290,0,0,0,0,2790,458,112,100,80,80,360,106,176,134,28414,0,8,0,0,1436,136,13382,1224,na,na,na,na,na,na,na,na,14480,15.53,28414,28414,29032,23.0,50,2736,28200,4422,1209600,264,2,0,0,1998.72,102.72,1401.6,0,10,0,0,0,1360,1678,742,616,0,0,0,0,8,28414,0,942,14,8,20,272,1154,1524,436,26,0,14,54,2102,90,0,0,0,0,2174,30,72,0,0,60,118,0,0,0,0,140,0,0,844,422,84,28,4880,510,9860,32,0,0,0,0.58,26,2500,1384,162,82,94,86,88,0,0,0,0,0
